Object,Time Step,Instance ID,Coordinates,Available,CPU,RAM,Disk,CPU Demand,RAM Demand,Disk Demand,Ongoing Migrations,Services,Registries,Layers,Images,Download Queue,Waiting Queue,Max. Concurrent Layer Downloads,Power Consumption,rfc,rf_cpu,rf_memory
EdgeServer_4,1,4,"[1, 3]",True,8,8192,131072,8,8192,27,1,[],[],[],[],['ADD file:b83df51ab7caf8a4dc35f'],[],3,218.0,3,2,10240
EdgeServer_5,1,5,"[7, 1]",True,12,16384,131072,11,9216,1017,0,[4],[1],"['ADD file:5d673d25da3a14ce1f6cf', '/bin/sh -c set -eux; \tversion=', 'ADD file:966d3669b40f5fbaecee1', '/bin/sh -c set -x     && addgr', 'ADD file:b83df51ab7caf8a4dc35f', 'ADD file:e8d512b08fe2ddc6f2c85', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -ex; \tif ! comm', '/bin/sh -c apt-get update && a', '/bin/sh -c set -ex; \tapt-get u', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -eux; \t\twget -O', '/bin/sh -c set -eux; \t\twget -O', '/bin/sh -c set -eux; \tsavedApt', '/bin/sh -c set -eux; \t\tsavedAp', '/bin/sh -c ARCH= && dpkgArch=""', '/bin/sh -c set -ex   && for ke', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -ex; \t\tsavedApt', '/bin/sh -c set -x \t&& export D', 'ADD file:59187422476c57db46e60', '/bin/sh -c apt-get update && a', '/bin/sh -c set -eux; \tsavedApt', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c { \t\techo mysql-comm', '|1 PGP_KEYSERVER=keyserver.ubu', '|1 PGP_KEYSERVER=keyserver.ubu', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -eux; \t\tsavedAp', '/bin/sh -c set -eux; \t\tsavedAp']","['registry', 'alpine', 'nginx', 'ubuntu', 'python', 'redis', 'node', 'mongo', 'mysql', 'rabbitmq', 'debian', 'php']",[],[],3,188.59166666666667,4,14,22528
EdgeServer_6,1,6,"[6, 2]",True,12,16384,131072,8,16384,2,1,[],[],['ADD file:5d673d25da3a14ce1f6cf'],[],[],[],3,154.36666666666667,3,10,22528
EdgeServer_7,1,7,"[4, 100]",True,9999,9999999,99999999,18,18432,29,2,[],[],['ADD file:5d673d25da3a14ce1f6cf'],[],['ADD file:b83df51ab7caf8a4dc35f'],[],30,201.44014401440143,0,0,0
EdgeServer_1,2,1,"[0, 0]",True,8,16384,131072,0,0,0,0,[],[],[],[],[],[],3,165.99599999999998,0,0,0
EdgeServer_2,2,2,"[0, 2]",True,8,16384,131072,8,4096,53,1,[],[],[],[],"['ADD file:966d3669b40f5fbaecee1', '/bin/sh -c set -x     && addgr']",[],3,265.0,2,0,20480
EdgeServer_3,2,3,"[6, 0]",True,8,8192,131072,8,8192,27,1,[],[],[],[],['ADD file:b83df51ab7caf8a4dc35f'],[],3,218.0,1,0,0
EdgeServer_4,2,4,"[1, 3]",True,8,8192,131072,8,8192,27,1,[],[],[],[],['ADD file:b83df51ab7caf8a4dc35f'],[],3,218.0,3,2,4096
EdgeServer_5,2,5,"[7, 1]",True,12,16384,131072,11,9216,1017,1,[4],[1],"['ADD file:5d673d25da3a14ce1f6cf', '/bin/sh -c set -eux; \tversion=', 'ADD file:966d3669b40f5fbaecee1', '/bin/sh -c set -x     && addgr', 'ADD file:b83df51ab7caf8a4dc35f', 'ADD file:e8d512b08fe2ddc6f2c85', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -ex; \tif ! comm', '/bin/sh -c apt-get update && a', '/bin/sh -c set -ex; \tapt-get u', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -eux; \t\twget -O', '/bin/sh -c set -eux; \t\twget -O', '/bin/sh -c set -eux; \tsavedApt', '/bin/sh -c set -eux; \t\tsavedAp', '/bin/sh -c ARCH= && dpkgArch=""', '/bin/sh -c set -ex   && for ke', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -ex; \t\tsavedApt', '/bin/sh -c set -x \t&& export D', 'ADD file:59187422476c57db46e60', '/bin/sh -c apt-get update && a', '/bin/sh -c set -eux; \tsavedApt', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c { \t\techo mysql-comm', '|1 PGP_KEYSERVER=keyserver.ubu', '|1 PGP_KEYSERVER=keyserver.ubu', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -eux; \t\tsavedAp', '/bin/sh -c set -eux; \t\tsavedAp']","['registry', 'alpine', 'nginx', 'ubuntu', 'python', 'redis', 'node', 'mongo', 'mysql', 'rabbitmq', 'debian', 'php']",[],[],3,188.59166666666667,6,20,43008
EdgeServer_6,2,6,"[6, 2]",True,12,16384,131072,8,16384,2,1,[],[],['ADD file:5d673d25da3a14ce1f6cf'],[],[],[],3,154.36666666666667,5,16,43008
EdgeServer_7,2,7,"[4, 100]",True,9999,9999999,99999999,62,65536,82,5,"[1, 2]",[],['ADD file:5d673d25da3a14ce1f6cf'],['alpine'],"['ADD file:b83df51ab7caf8a4dc35f', 'ADD file:966d3669b40f5fbaecee1', '/bin/sh -c set -x     && addgr']",[],30,204.96049604960496,0,0,0
EdgeServer_1,3,1,"[0, 0]",True,8,16384,131072,8,16384,2,1,[],[],['ADD file:5d673d25da3a14ce1f6cf'],[],[],[],3,265.0,1,0,14336
EdgeServer_2,3,2,"[0, 2]",True,8,16384,131072,8,4096,53,1,[],[],[],[],"['ADD file:966d3669b40f5fbaecee1', '/bin/sh -c set -x     && addgr']",[],3,265.0,3,0,34816
EdgeServer_3,3,3,"[6, 0]",True,8,8192,131072,8,8192,27,1,[],[],[],[],['ADD file:b83df51ab7caf8a4dc35f'],[],3,218.0,3,0,6144
EdgeServer_4,3,4,"[1, 3]",True,8,8192,131072,8,8192,27,1,[],[],[],[],['ADD file:b83df51ab7caf8a4dc35f'],[],3,218.0,4,2,10240
EdgeServer_5,3,5,"[7, 1]",True,12,16384,131072,11,9216,1017,2,[4],[1],"['ADD file:5d673d25da3a14ce1f6cf', '/bin/sh -c set -eux; \tversion=', 'ADD file:966d3669b40f5fbaecee1', '/bin/sh -c set -x     && addgr', 'ADD file:b83df51ab7caf8a4dc35f', 'ADD file:e8d512b08fe2ddc6f2c85', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -ex; \tif ! comm', '/bin/sh -c apt-get update && a', '/bin/sh -c set -ex; \tapt-get u', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -eux; \t\twget -O', '/bin/sh -c set -eux; \t\twget -O', '/bin/sh -c set -eux; \tsavedApt', '/bin/sh -c set -eux; \t\tsavedAp', '/bin/sh -c ARCH= && dpkgArch=""', '/bin/sh -c set -ex   && for ke', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -ex; \t\tsavedApt', '/bin/sh -c set -x \t&& export D', 'ADD file:59187422476c57db46e60', '/bin/sh -c apt-get update && a', '/bin/sh -c set -eux; \tsavedApt', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c { \t\techo mysql-comm', '|1 PGP_KEYSERVER=keyserver.ubu', '|1 PGP_KEYSERVER=keyserver.ubu', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -eux; \t\tsavedAp', '/bin/sh -c set -eux; \t\tsavedAp']","['registry', 'alpine', 'nginx', 'ubuntu', 'python', 'redis', 'node', 'mongo', 'mysql', 'rabbitmq', 'debian', 'php']",[],[],3,188.59166666666667,4,10,30720
EdgeServer_6,3,6,"[6, 2]",True,12,16384,131072,8,16384,2,1,[],[],['ADD file:5d673d25da3a14ce1f6cf'],[],[],[],3,154.36666666666667,3,8,22528
EdgeServer_7,3,7,"[4, 100]",True,9999,9999999,99999999,94,102400,82,10,"[1, 2]",[],['ADD file:5d673d25da3a14ce1f6cf'],['alpine'],"['ADD file:b83df51ab7caf8a4dc35f', 'ADD file:966d3669b40f5fbaecee1', '/bin/sh -c set -x     && addgr']",[],30,207.52075207520753,0,0,0
EdgeServer_1,4,1,"[0, 0]",True,8,16384,131072,8,16384,2,0,[1],[],['ADD file:5d673d25da3a14ce1f6cf'],['alpine'],[],[],3,265.0,2,0,14336
EdgeServer_2,4,2,"[0, 2]",True,8,16384,131072,8,4096,53,1,[],[],[],[],"['ADD file:966d3669b40f5fbaecee1', '/bin/sh -c set -x     && addgr']",[],3,265.0,4,0,34816
EdgeServer_3,4,3,"[6, 0]",True,8,8192,131072,8,8192,27,1,[],[],['ADD file:b83df51ab7caf8a4dc35f'],[],[],[],3,218.0,3,0,6144
EdgeServer_4,4,4,"[1, 3]",True,8,8192,131072,8,8192,27,1,[],[],[],[],['ADD file:b83df51ab7caf8a4dc35f'],[],3,218.0,5,2,10240
EdgeServer_5,4,5,"[7, 1]",True,12,16384,131072,11,9216,1017,3,[4],[1],"['ADD file:5d673d25da3a14ce1f6cf', '/bin/sh -c set -eux; \tversion=', 'ADD file:966d3669b40f5fbaecee1', '/bin/sh -c set -x     && addgr', 'ADD file:b83df51ab7caf8a4dc35f', 'ADD file:e8d512b08fe2ddc6f2c85', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -ex; \tif ! comm', '/bin/sh -c apt-get update && a', '/bin/sh -c set -ex; \tapt-get u', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -eux; \t\twget -O', '/bin/sh -c set -eux; \t\twget -O', '/bin/sh -c set -eux; \tsavedApt', '/bin/sh -c set -eux; \t\tsavedAp', '/bin/sh -c ARCH= && dpkgArch=""', '/bin/sh -c set -ex   && for ke', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -ex; \t\tsavedApt', '/bin/sh -c set -x \t&& export D', 'ADD file:59187422476c57db46e60', '/bin/sh -c apt-get update && a', '/bin/sh -c set -eux; \tsavedApt', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c { \t\techo mysql-comm', '|1 PGP_KEYSERVER=keyserver.ubu', '|1 PGP_KEYSERVER=keyserver.ubu', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -eux; \t\tsavedAp', '/bin/sh -c set -eux; \t\tsavedAp']","['registry', 'alpine', 'nginx', 'ubuntu', 'python', 'redis', 'node', 'mongo', 'mysql', 'rabbitmq', 'debian', 'php']",[],[],3,188.59166666666667,4,10,30720
EdgeServer_6,4,6,"[6, 2]",True,12,16384,131072,8,16384,2,1,[],[],['ADD file:5d673d25da3a14ce1f6cf'],[],[],[],3,154.36666666666667,3,8,22528
EdgeServer_7,4,7,"[4, 100]",True,9999,9999999,99999999,118,122880,82,13,[2],[],['ADD file:5d673d25da3a14ce1f6cf'],['alpine'],"['ADD file:b83df51ab7caf8a4dc35f', 'ADD file:966d3669b40f5fbaecee1', '/bin/sh -c set -x     && addgr']",[],30,209.44094409440945,0,0,0
EdgeServer_1,5,1,"[0, 0]",True,8,16384,131072,0,0,2,0,[],[],['ADD file:5d673d25da3a14ce1f6cf'],['alpine'],[],[],3,165.99599999999998,1,0,14336
EdgeServer_2,5,2,"[0, 2]",True,8,16384,131072,8,4096,53,1,[],[],[],[],"['ADD file:966d3669b40f5fbaecee1', '/bin/sh -c set -x     && addgr']",[],3,265.0,3,0,34816
EdgeServer_3,5,3,"[6, 0]",True,8,8192,131072,8,8192,27,1,[],[],['ADD file:b83df51ab7caf8a4dc35f'],[],[],[],3,218.0,2,0,6144
EdgeServer_4,5,4,"[1, 3]",True,8,8192,131072,8,8192,27,1,[],[],[],[],['ADD file:b83df51ab7caf8a4dc35f'],[],3,218.0,4,2,10240
EdgeServer_5,5,5,"[7, 1]",True,12,16384,131072,11,9216,1017,4,[4],[1],"['ADD file:5d673d25da3a14ce1f6cf', '/bin/sh -c set -eux; \tversion=', 'ADD file:966d3669b40f5fbaecee1', '/bin/sh -c set -x     && addgr', 'ADD file:b83df51ab7caf8a4dc35f', 'ADD file:e8d512b08fe2ddc6f2c85', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -ex; \tif ! comm', '/bin/sh -c apt-get update && a', '/bin/sh -c set -ex; \tapt-get u', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -eux; \t\twget -O', '/bin/sh -c set -eux; \t\twget -O', '/bin/sh -c set -eux; \tsavedApt', '/bin/sh -c set -eux; \t\tsavedAp', '/bin/sh -c ARCH= && dpkgArch=""', '/bin/sh -c set -ex   && for ke', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -ex; \t\tsavedApt', '/bin/sh -c set -x \t&& export D', 'ADD file:59187422476c57db46e60', '/bin/sh -c apt-get update && a', '/bin/sh -c set -eux; \tsavedApt', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c { \t\techo mysql-comm', '|1 PGP_KEYSERVER=keyserver.ubu', '|1 PGP_KEYSERVER=keyserver.ubu', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -eux; \t\tsavedAp', '/bin/sh -c set -eux; \t\tsavedAp']","['registry', 'alpine', 'nginx', 'ubuntu', 'python', 'redis', 'node', 'mongo', 'mysql', 'rabbitmq', 'debian', 'php']",[],[],3,188.59166666666667,4,10,30720
EdgeServer_6,5,6,"[6, 2]",True,12,16384,131072,8,16384,2,1,[],[],['ADD file:5d673d25da3a14ce1f6cf'],[],[],[],3,154.36666666666667,2,4,22528
EdgeServer_7,5,7,"[4, 100]",True,9999,9999999,99999999,158,176128,82,17,"[2, 1]",[],['ADD file:5d673d25da3a14ce1f6cf'],['alpine'],"['ADD file:b83df51ab7caf8a4dc35f', 'ADD file:966d3669b40f5fbaecee1', '/bin/sh -c set -x     && addgr']",[],30,212.64126412641264,0,0,0
EdgeServer_1,6,1,"[0, 0]",True,8,16384,131072,8,16384,2,0,[1],[],['ADD file:5d673d25da3a14ce1f6cf'],['alpine'],[],[],3,265.0,1,0,14336
EdgeServer_2,6,2,"[0, 2]",True,8,16384,131072,8,4096,53,1,[],[],['/bin/sh -c set -x     && addgr'],[],['ADD file:966d3669b40f5fbaecee1'],[],3,265.0,3,0,34816
EdgeServer_3,6,3,"[6, 0]",True,8,8192,131072,8,8192,27,1,[],[],['ADD file:b83df51ab7caf8a4dc35f'],[],[],[],3,218.0,3,0,6144
EdgeServer_4,6,4,"[1, 3]",True,8,8192,131072,8,8192,27,1,[],[],[],[],['ADD file:b83df51ab7caf8a4dc35f'],[],3,218.0,4,2,10240
EdgeServer_5,6,5,"[7, 1]",True,12,16384,131072,11,9216,1017,5,[4],[1],"['ADD file:5d673d25da3a14ce1f6cf', '/bin/sh -c set -eux; \tversion=', 'ADD file:966d3669b40f5fbaecee1', '/bin/sh -c set -x     && addgr', 'ADD file:b83df51ab7caf8a4dc35f', 'ADD file:e8d512b08fe2ddc6f2c85', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -ex; \tif ! comm', '/bin/sh -c apt-get update && a', '/bin/sh -c set -ex; \tapt-get u', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -eux; \t\twget -O', '/bin/sh -c set -eux; \t\twget -O', '/bin/sh -c set -eux; \tsavedApt', '/bin/sh -c set -eux; \t\tsavedAp', '/bin/sh -c ARCH= && dpkgArch=""', '/bin/sh -c set -ex   && for ke', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -ex; \t\tsavedApt', '/bin/sh -c set -x \t&& export D', 'ADD file:59187422476c57db46e60', '/bin/sh -c apt-get update && a', '/bin/sh -c set -eux; \tsavedApt', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c { \t\techo mysql-comm', '|1 PGP_KEYSERVER=keyserver.ubu', '|1 PGP_KEYSERVER=keyserver.ubu', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -eux; \t\tsavedAp', '/bin/sh -c set -eux; \t\tsavedAp']","['registry', 'alpine', 'nginx', 'ubuntu', 'python', 'redis', 'node', 'mongo', 'mysql', 'rabbitmq', 'debian', 'php']",[],[],3,188.59166666666667,4,10,30720
EdgeServer_6,6,6,"[6, 2]",True,12,16384,131072,8,16384,2,1,[],[],['ADD file:5d673d25da3a14ce1f6cf'],[],[],[],3,154.36666666666667,3,8,22528
EdgeServer_7,6,7,"[4, 100]",True,9999,9999999,99999999,182,196608,82,21,[2],[],"['ADD file:5d673d25da3a14ce1f6cf', 'ADD file:b83df51ab7caf8a4dc35f']",['alpine'],"['ADD file:966d3669b40f5fbaecee1', '/bin/sh -c set -x     && addgr']",[],30,214.56145614561456,0,0,0
EdgeServer_1,7,1,"[0, 0]",True,8,16384,131072,0,0,2,0,[],[],['ADD file:5d673d25da3a14ce1f6cf'],['alpine'],[],[],3,165.99599999999998,1,0,14336
EdgeServer_2,7,2,"[0, 2]",True,8,16384,131072,8,4096,53,1,[],[],"['/bin/sh -c set -x     && addgr', 'ADD file:966d3669b40f5fbaecee1']",[],[],[],3,265.0,3,0,34816
EdgeServer_3,7,3,"[6, 0]",True,8,8192,131072,8,8192,27,1,[],[],['ADD file:b83df51ab7caf8a4dc35f'],[],[],[],3,218.0,2,0,6144
EdgeServer_4,7,4,"[1, 3]",True,8,8192,131072,8,8192,27,1,[],[],['ADD file:b83df51ab7caf8a4dc35f'],[],[],[],3,218.0,4,2,10240
EdgeServer_5,7,5,"[7, 1]",True,12,16384,131072,11,9216,1017,6,[4],[1],"['ADD file:5d673d25da3a14ce1f6cf', '/bin/sh -c set -eux; \tversion=', 'ADD file:966d3669b40f5fbaecee1', '/bin/sh -c set -x     && addgr', 'ADD file:b83df51ab7caf8a4dc35f', 'ADD file:e8d512b08fe2ddc6f2c85', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -ex; \tif ! comm', '/bin/sh -c apt-get update && a', '/bin/sh -c set -ex; \tapt-get u', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -eux; \t\twget -O', '/bin/sh -c set -eux; \t\twget -O', '/bin/sh -c set -eux; \tsavedApt', '/bin/sh -c set -eux; \t\tsavedAp', '/bin/sh -c ARCH= && dpkgArch=""', '/bin/sh -c set -ex   && for ke', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -ex; \t\tsavedApt', '/bin/sh -c set -x \t&& export D', 'ADD file:59187422476c57db46e60', '/bin/sh -c apt-get update && a', '/bin/sh -c set -eux; \tsavedApt', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c { \t\techo mysql-comm', '|1 PGP_KEYSERVER=keyserver.ubu', '|1 PGP_KEYSERVER=keyserver.ubu', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -eux; \t\tsavedAp', '/bin/sh -c set -eux; \t\tsavedAp']","['registry', 'alpine', 'nginx', 'ubuntu', 'python', 'redis', 'node', 'mongo', 'mysql', 'rabbitmq', 'debian', 'php']",[],[],3,188.59166666666667,4,10,30720
EdgeServer_6,7,6,"[6, 2]",True,12,16384,131072,8,16384,2,1,[],[],['ADD file:5d673d25da3a14ce1f6cf'],[],[],[],3,154.36666666666667,2,4,22528
EdgeServer_7,7,7,"[4, 100]",True,9999,9999999,99999999,222,249856,82,23,"[2, 1, 5, 6]",[],"['ADD file:5d673d25da3a14ce1f6cf', 'ADD file:b83df51ab7caf8a4dc35f', 'ADD file:966d3669b40f5fbaecee1', '/bin/sh -c set -x     && addgr']","['alpine', 'ubuntu']",[],[],30,217.76177617761778,0,0,0
EdgeServer_1,8,1,"[0, 0]",True,8,16384,131072,8,16384,2,0,[1],[],['ADD file:5d673d25da3a14ce1f6cf'],['alpine'],[],[],3,265.0,3,2,22528
EdgeServer_2,8,2,"[0, 2]",True,8,16384,131072,8,4096,53,1,[],[],"['/bin/sh -c set -x     && addgr', 'ADD file:966d3669b40f5fbaecee1']",[],[],[],3,265.0,4,2,34816
EdgeServer_3,8,3,"[6, 0]",True,8,8192,131072,8,8192,27,1,[],[],['ADD file:b83df51ab7caf8a4dc35f'],[],[],[],3,218.0,5,2,10240
EdgeServer_4,8,4,"[1, 3]",True,8,8192,131072,8,8192,27,1,[],[],['ADD file:b83df51ab7caf8a4dc35f'],[],[],[],3,218.0,4,2,10240
EdgeServer_5,8,5,"[7, 1]",True,12,16384,131072,1,1024,1017,6,[],[1],"['ADD file:5d673d25da3a14ce1f6cf', '/bin/sh -c set -eux; \tversion=', 'ADD file:966d3669b40f5fbaecee1', '/bin/sh -c set -x     && addgr', 'ADD file:b83df51ab7caf8a4dc35f', 'ADD file:e8d512b08fe2ddc6f2c85', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -ex; \tif ! comm', '/bin/sh -c apt-get update && a', '/bin/sh -c set -ex; \tapt-get u', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -eux; \t\twget -O', '/bin/sh -c set -eux; \t\twget -O', '/bin/sh -c set -eux; \tsavedApt', '/bin/sh -c set -eux; \t\tsavedAp', '/bin/sh -c ARCH= && dpkgArch=""', '/bin/sh -c set -ex   && for ke', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -ex; \t\tsavedApt', '/bin/sh -c set -x \t&& export D', 'ADD file:59187422476c57db46e60', '/bin/sh -c apt-get update && a', '/bin/sh -c set -eux; \tsavedApt', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c { \t\techo mysql-comm', '|1 PGP_KEYSERVER=keyserver.ubu', '|1 PGP_KEYSERVER=keyserver.ubu', '/bin/sh -c set -eux; \tapt-get ', '/bin/sh -c set -eux; \t\tsavedAp', '/bin/sh -c set -eux; \t\tsavedAp']","['registry', 'alpine', 'nginx', 'ubuntu', 'python', 'redis', 'node', 'mongo', 'mysql', 'rabbitmq', 'debian', 'php']",[],[],3,74.50833333333334,6,20,43008
EdgeServer_6,8,6,"[6, 2]",True,12,16384,131072,8,16384,2,1,[],[],['ADD file:5d673d25da3a14ce1f6cf'],[],[],[],3,154.36666666666667,5,18,34816
EdgeServer_7,8,7,"[4, 100]",True,9999,9999999,99999999,232,245760,82,23,"[2, 5, 6, 3, 4]",[],"['ADD file:5d673d25da3a14ce1f6cf', 'ADD file:b83df51ab7caf8a4dc35f', 'ADD file:966d3669b40f5fbaecee1', '/bin/sh -c set -x     && addgr']","['alpine', 'ubuntu', 'nginx']",[],[],30,218.56185618561855,0,0,0
